modelParams|clParams|alpha,modelParams|sensorParams|encoders|size_udp:n,modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius,modelParams|spParams|synPermInactiveDec,modelParams|tmParams|activationThreshold,modelParams|tmParams|minThreshold,modelParams|tmParams|pamLength
0.025075000000000004,22,4.750000000000001,0.075075,13,10,2
