timestamp,total,total_tcp,total_http,total_udp,size,size_tcpsize_http,size_udp
2012-03-16 12:38:30,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:38:40,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:38:50,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:39:00,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:39:10,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:39:20,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:39:30,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:39:40,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:39:50,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:40:00,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:40:10,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:40:20,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:40:30,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:40:40,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:40:50,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:41:00,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:41:10,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:41:20,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:41:30,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:41:40,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:41:50,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:42:00,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:42:10,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:42:20,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:42:30,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:42:40,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:42:50,0.9583692202575874,0.9999734437495621,0.9999734437495621,0.9999734437495621,1.0,0.999,0.999,0.999
2012-03-16 12:43:00,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
2012-03-16 12:43:10,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
2012-03-16 12:43:20,0.999,0.999,0.999,0.999,0.999,0.999,0.9999513346286736,0.5573835620905065
2012-03-16 12:43:30,0.5573835620905065,0.5573835620905065,0.5573835620905065,0.5573835620905065,0.5573835620905065,0.9995495835678068,0.9995495835678068,0.9255446216866499
2012-03-16 12:43:40,0.9255446216866499,0.9255446216866499,0.9255446216866499,0.9255446216866499,0.9255446216866499,0.9999980706049173,0.999,0.9255446216866499
2012-03-16 12:43:50,0.9255446216866499,0.9255446216866499,0.9255446216866499,0.9255446216866499,0.9255446216866499,0.9255446216866499,0.9255446216866499,0.9583692202575874
2012-03-16 12:44:00,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:44:10,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874,0.9583692202575874
2012-03-16 12:44:20,0.9583692202575874,0.9999734437495621,0.9999734437495621,0.9999734437495621,0.9999995388340479,0.999,0.999,0.999
2012-03-16 12:44:30,0.999,0.999,0.999,0.999,0.996869004651983,0.9993827373484617,0.9987267575264039,0.9982000886352896
2012-03-16 12:44:40,0.9982000886352896,0.9982000886352896,0.9982000886352896,0.9320362688447696,0.9320362688447696,0.9620637964562484,0.6387167653500839,0.556464871927725
2012-03-16 12:44:50,0.556464871927725,0.556464871927725,0.556464871927725,0.556464871927725,0.556464871927725,0.5564648769422317,0.5564648769422317,0.556464871927725
2012-03-16 12:45:00,0.556464871927725,0.556464871927725,0.556464871927725,0.556464871927725,0.556464871927725,0.5424108457960566,0.5424108457960566,0.5704482301248812
2012-03-16 12:45:10,0.5704482301248812,0.5704482301248812,0.5704482301248812,0.5704482301248812,0.5704482301248812,0.5564648685847204,0.5564648685847204,0.5424108491538417
2012-03-16 12:45:20,0.5424108491538417,0.5424108491538417,0.5424108491538417,0.5424108491538417,0.5424108491538417,0.5564648685847204,0.5564648685847204,0.5704482301248812
2012-03-16 12:45:30,0.5704482301248812,0.5704482301248812,0.5704482301248812,0.5704482301248812,0.5704482301248812,0.5000000016884425,0.5000000016884425,0.5981345731003287
2012-03-16 12:45:40,0.5981345731003287,0.5981345731003287,0.5981345731003287,0.5981345731003287,0.5981345731003287,0.5981345731003287,0.5981345731003287,0.664959572615666
2012-03-16 12:45:50,0.664959572615666,0.664959572615666,0.664959572615666,0.664959572615666,0.664959572615666,0.664959572615666,0.664959572615666,0.664959572615666
2012-03-16 12:46:00,0.664959572615666,0.664959572615666,0.664959572615666,0.664959572615666,0.664959572615666,0.664959572615666,0.664959572615666,0.664959572615666
2012-03-16 12:46:10,0.664959572615666,0.664959572615666,0.664959572615666,0.664959572615666,0.664959572615666,0.664959572615666,0.664959572615666,0.664959572615666
2012-03-16 12:46:20,0.664959572615666,0.664959572615666,0.664959572615666,0.664959572615666,0.664959572615666,0.6519291237496141,0.6519291237496141,0.6519291237496141
2012-03-16 12:46:30,0.6519291237496141,0.6387167665390701,0.6387167665390701,0.6387167665390701,0.6387167665390701,0.6253368353488389,0.6253368353488389,0.6387167665390701
2012-03-16 12:46:40,0.6417031912570617,0.6280577335779769,0.6280577335779769,0.6417031912570617,0.6417031912570617,0.6280577335779769,0.6280577335779769,0.6417031912570617
2012-03-16 12:46:50,0.6417031912570617,0.6280577335779769,0.6280577335779769,0.6417031912570617,0.6417031912570617,0.6280577335779769,0.6280577335779769,0.6417031912570617
2012-03-16 12:47:00,0.6417031912570617,0.6417031912570617,0.6417031912570617,0.6551700282919765,0.6551700282919765,0.6417031912570617,0.6417031912570617,0.6551700282919765
2012-03-16 12:47:10,0.6551700282919765,0.6551700282919765,0.6551700282919765,0.6551700282919765,0.6551700282919765,0.6417031912570617,0.6417031912570617,0.6551700282919765
2012-03-16 12:47:20,0.6551700282919765,0.6551700282919765,0.6551700282919765,0.6551700282919765,0.6551700282919765,0.6417031912570617,0.6417031912570617,0.6551700282919765
2012-03-16 12:47:30,0.6551700282919765,0.6417031912570617,0.6417031912570617,0.6417031912570617,0.6417031912570617,0.6280577335779769,0.6280577335779769,0.6417031912570617
2012-03-16 12:47:40,0.6417031912570617,0.6417031912570617,0.6417031912570617,0.6551700282919765,0.6551700282919765,0.6417031912570617,0.6417031912570617,0.6551700282919765
2012-03-16 12:47:50,0.6551700282919765,0.6551700282919765,0.6551700282919765,0.6551700282919765,0.7193205121102466,0.8452905872255689,0.8452905872255689,0.8364916793281694
2012-03-16 12:48:00,0.8452905872255689,0.8452905872255689,0.8452905872255689,0.8452905872255689,0.8773108239802849,0.9363284610644076,0.7069590653148906,0.5433608923337847
2012-03-16 12:48:10,0.5577259000825417,0.5720153945186023,0.5577259000825417,0.5577259000825417,0.5577259000825417,0.5577259000825417,0.5000000004316034,0.6417031912570617
2012-03-16 12:48:20,0.6280577335779769,0.6280577335779769,0.6417031912570617,0.6551700282919765,0.6551700282919765,0.6551700282919765,0.6551700282919765,0.6551700282919765
2012-03-16 12:48:30,0.6417031912570617,0.6417031912570617,0.6551700282919765,0.6551700282919765,0.6551700282919765,0.6551700282919765,0.6551700282919765,0.6551700282919765
2012-03-16 12:48:40,0.6417031912570617,0.6417031912570617,0.6551700282919765,0.6551700282919765,0.6656332469596926,0.6656332469596926,0.6656332469596926,0.6656332469596926
2012-03-16 12:48:50,0.6513575027632648,0.6513575027632648,0.6656332469596926,0.6656332469596926,0.6656332469596926,0.6656332469596926,0.6656332469596926,0.6656332469596926
2012-03-16 12:49:00,0.6513575027632648,0.6513575027632648,0.6656332469596926,0.6656332469596926,0.6656332469596926,0.6656332469596926,0.6656332469596926,0.6656332469596926
2012-03-16 12:49:10,0.6513575027632648,0.6513575027632648,0.6656332469596926,0.6656332469596926,0.6656332469596926,0.6656332469596926,0.6656332469596926,0.6656332469596926
2012-03-16 12:49:20,0.6513575027632648,0.6513575027632648,0.6656332469596926,0.6656332469596926,0.6656332469596926,0.6656332469596926,0.6656332469596926,0.6656332469596926
2012-03-16 12:49:30,0.6513575027632648,0.6934609015617119,0.6796733711083732,0.6796733711083732,0.9353733934421187,0.9353733934421187,0.9353733934421187,0.9353733934421187
2012-03-16 12:49:40,0.9401402658383693,0.9980022166605692,0.9977415833814758,0.9741089154342313,0.9741089154342313,0.9741089154342313,0.8145189163667288,0.8145189163667288
2012-03-16 12:49:50,0.8247374711882861,0.8247374711882861,0.8145189163667288,0.6656332469596926,0.6656332469596926,0.6656332469596926,0.6656332469596926,0.6656332469596926
2012-03-16 12:50:00,0.6513575027632648,0.6513575027632648,0.6656332469596926,0.6656332469596926,0.6656332469596926,0.6513575027632648,0.6513575027632648,0.6513575027632648
2012-03-16 12:50:10,0.6368641350033678,0.6368641350033678,0.6513575027632648,0.6513575027632648,0.6513575027632648,0.6368641350033678,0.6368641350033678,0.6513575027632648
2012-03-16 12:50:20,0.6368641350033678,0.8860648262253029,0.8860648262253029,0.8860648262253029,0.9971259488455234,0.9995274818119186,0.9995274818119186,0.999457489765622
2012-03-16 12:50:30,0.9995274818119186,0.9999637118521054,0.999957310910098,0.9911737364036797,0.9999498531827591,0.9999996805092157,0.9996904375319297,0.9980022164219338
2012-03-16 12:50:40,0.9982352442604044,0.9984432755412951,0.9982352442604044,0.9879687738596712,0.9997997780876143,0.9997997780876143,0.978449904878417,0.8247374569802457
2012-03-16 12:50:50,0.8027588919566152,0.8123127388491922,0.8027588919566152,0.7929166080609974,0.7929166080609974,0.8123127388491922,0.6050236332863308,0.6050236332863308
2012-03-16 12:51:00,0.6050236332863308,0.5915127109214586,0.6050236332863308,0.6184094262895733,0.6050236332863308,0.5641777157164531,0.5503856931216253,0.5778921193179443
2012-03-16 12:51:10,0.5778921193179443,0.5641777157164531,0.5778921193179443,0.5915127099105364,0.5778921193179443,0.5365325260190923,0.5503856920915557,0.5915127099105364
2012-03-16 12:51:20,0.6050236322841607,0.6050236322841607,0.6050236322841607,0.6184094252972913,0.6050236322841607,0.5641777146915559,0.5778921182994372,0.6184094252972913
2012-03-16 12:51:30,0.6184094252972913,0.6050236322841607,0.6050236322841607,0.6050236322841607,0.5778921193179443,0.5778921193179443,0.5915127099105364,0.631655075762545
2012-03-16 12:51:40,0.631655075762545,0.6184094262895733,0.6184094262895733,0.631655075762545,0.6050236332863308,0.6050236332863308,0.631655075762545,0.631655075762545
2012-03-16 12:51:50,0.631655075762545,0.6184094262895733,0.6184094262895733,0.631655075762545,0.6050236332863308,0.5915127109214586,0.6184094262895733,0.6184094262895733
2012-03-16 12:52:00,0.6184094262895733,0.6050236332863308,0.6050236332863308,0.6184094262895733,0.6184094262895733,0.5778921193179443,0.6050236322841607,0.6184094252972913
2012-03-16 12:52:10,0.6184094252972913,0.6050236322841607,0.6050236322841607,0.6184094252972913,0.6184094252972913,0.6184094252972913,0.6184094252972913,0.6576684208391875
2012-03-16 12:52:20,0.6576684208391875,0.5744716948363767,0.5744716948363767,0.5607363563595176,0.5881172392410465,0.5881172392410465,0.5881172392410465,0.5881172392410465
2012-03-16 12:52:30,0.5881172392410465,0.7827895565167876,0.7827895565167876,0.5744716917757241,0.6016570413827595,0.6016570413827595,0.5744716917757241,0.5744716917757241
2012-03-16 12:52:40,0.5744716917757241,0.6150755435963722,0.6150755435963722,0.6050236322841607,0.5778921193179443,0.5778921193179443,0.6050236322841607,0.6050236322841607
2012-03-16 12:52:50,0.6050236322841607,0.5778921193179443,0.5778921193179443,0.6184094262895733,0.5918893492614778,0.5918893492614778,0.6203551679666666,0.6203551679666666
2012-03-16 12:53:00,0.6203551679666666,0.5918893492614778,0.5918893492614778,0.6203551679666666,0.5918893492614778,0.5918893492614778,0.6203551679666666,0.6203551679666666
2012-03-16 12:53:10,0.6203551679666666,0.5041449317227821,0.510615788274029,0.5188999785445638,0.6810541355550666,0.8099416207069057,0.8099416207069057,0.8099416207069057
2012-03-16 12:53:20,0.8099416207069057,0.8385926022718765,0.8474818545387317,0.7672038311754703,0.864268351628859,0.9240318743622731,0.838592603621161,0.7196012845709422
2012-03-16 12:53:30,0.6941511262367164,0.7070044159872809,0.7070044159872809,0.6677270893636098,0.6541844929382543,0.7070044150390365,0.5547303612427245,0.5774619785030829
2012-03-16 12:53:40,0.6061931938474101,0.5483124513535813,0.5483124513535813,0.5629299237437424,0.5629299237437424,0.5629299237437424,0.5629299237437424,0.6203551679666666
2012-03-16 12:53:50,0.6203551679666666,0.6061931938474101,0.6061931938474101,0.6618153428553692,0.6481830352411629,0.6061931927867513,0.6061931927867513,0.6061931927867513
2012-03-16 12:54:00,0.6061931927867513,0.5774619774240235,0.5774619774240235,0.5918893481909256,0.5918893481909256,0.5483124491700146,0.5629299215714502,0.6061931927867513
2012-03-16 12:54:10,0.6061931927867513,0.5774619774240235,0.5774619774240235,0.6061931927867513,0.6061931927867513,0.6061931927867513,0.6061931927867513,0.6481830352411629
2012-03-16 12:54:20,0.6481830352411629,0.6481830352411629,0.6481830352411629,0.675238729030602,0.6343574945015766,0.6061931927867513,0.6061931927867513,0.6061931927867513
2012-03-16 12:54:30,0.6061931927867513,0.548312450261798,0.548312450261798,0.548312450261798,0.5041449295231843,0.5253619835250306,0.5188999774459402,0.548312450261798
2012-03-16 12:54:40,0.548312450261798,0.5400735102212344,0.5400735102212344,0.5188999752486927,0.5041449284233854,0.5041449284233854,0.5483124491700146,0.577461976344964
2012-03-16 12:54:50,0.577461976344964,0.5041449306229833,0.5041449306229833,0.59188935033203,0.5483124513535813,0.5483124513535813,0.5629299237437424,0.5629299237437424
2012-03-16 12:55:00,0.5649454199914791,0.5276784248072355,0.5276784248072355,0.5496170853036306,0.5032778399349463,0.5032778399349463,0.5496170853036306,0.5496170853036306
2012-03-16 12:55:10,0.5496170853036306,0.5431057244688737,0.5431057244688737,0.5496170853036306,0.5032778399349463,0.5032778399349463,0.5496170853036306,0.5496170853036306
2012-03-16 12:55:20,0.5496170853036306,0.5496170853036306,0.5496170853036306,0.6396970280758,0.5952889108291635,0.5952889108291635,0.6396970280758,0.6396970280758
2012-03-16 12:55:30,0.6396970280758,0.5801767540729874,0.5801767540729874,0.5801767540729874,0.5649454188527645,0.5649454188527645,0.6102602434335066,0.6102602434335066
2012-03-16 12:55:40,0.6102602434335066,0.6102602434335066,0.6102602434335066,0.6683279419175921,0.6683279419175921,0.6683279419175921,0.68229519655666,0.68229519655666
2012-03-16 12:55:50,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666
2012-03-16 12:56:00,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666
2012-03-16 12:56:10,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666
2012-03-16 12:56:20,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666
2012-03-16 12:56:30,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666,0.68229519655666
2012-03-16 12:56:40,0.68229519655666,0.6250697201148095,0.6250697201148095,0.6250697201148095,0.8914378098397675,0.96536069352208,0.96536069352208,0.96536069352208
2012-03-16 12:56:50,0.96536069352208,0.96536069352208,0.96536069352208,0.9516729032752613,0.9589779395832154,0.9887703374463469,0.7671443306849757,0.5584683062975531
2012-03-16 12:57:00,0.5584683062975531,0.5584683062975531,0.5584683062975531,0.5584683062975531,0.5634482744574136,0.5634482744574136,0.5318252403431283,0.6840851591369633
2012-03-16 12:57:10,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633
2012-03-16 12:57:20,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633
2012-03-16 12:57:30,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6697502799432079,0.6697502799432079,0.6697502799432079
2012-03-16 12:57:40,0.6697502799432079,0.6697502799432079,0.6697502799432079,0.6697502799432079,0.6697502799432079,0.6697502799432079,0.6697502799432079,0.6840851591369633
2012-03-16 12:57:50,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633
2012-03-16 12:58:00,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6697502799432079,0.6697502799432079,0.6697502799432079
2012-03-16 12:58:10,0.6697502799432079,0.6697502799432079,0.6697502799432079,0.6697502799432079,0.6697502799432079,0.6697502799432079,0.6697502799432079,0.6840851591369633
2012-03-16 12:58:20,0.6840851591369633,0.6253018261743792,0.6253018261743792,0.6253018261743792,0.6253018261743792,0.6253018315878655,0.6253018315878655,0.6253018315878655
2012-03-16 12:58:30,0.6253018315878655,0.6551618180654168,0.6551618180654168,0.5946707406990777,0.5946707406990777,0.884518700130808,0.884518700130808,0.7119232504641749
2012-03-16 12:58:40,0.7119232504641749,0.7385465416971271,0.7385465416971271,0.7119232504641749,0.7119232504641749,0.7119232504641749,0.7119232504641749,0.6551618128050812
2012-03-16 12:58:50,0.6551618128050812,0.6253018261743792,0.6253018261743792,0.6551618128050812,0.6551618128050812,0.6551618128050812,0.6551618128050812,0.6551618128050812
2012-03-16 12:59:00,0.6551618128050812,0.6551618128050812,0.6551618128050812,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633,0.6840851591369633
2012-03-16 12:59:10,0.6903859168360302,0.660607049002409,0.660607049002409,0.660607049002409,0.660607049002409,0.6453172572563322,0.6140476265178857,0.6140476265178857
2012-03-16 12:59:20,0.6140476265178857,0.5820185848018975,0.5820185848018975,0.6140476265178857,0.5657830814891731,0.5657830814891731,0.533004288914275,0.5494358397567238
2012-03-16 12:59:30,0.5820185835970921,0.5494358397567238,0.5494358397567238,0.5820185835970921,0.5657830814891731,0.5657830814891731,0.5820185848018975,0.5820185848018975
2012-03-16 12:59:40,0.6140476265178857,0.5820185848018975,0.5820185848018975,0.6140476265178857,0.5981154858231967,0.5981154858231967,0.6140476265178857,0.6140476265178857
2012-03-16 12:59:50,0.6453172572563322,0.5820185848018975,0.5657830827033123,0.5981154858231967,0.5820185848018975,0.5657830827033123,0.5494358409781727,0.5494358409781727
2012-03-16 13:00:00,0.5494358409781727,0.5165162918050351,0.5000000029541878,0.5657830827033123,0.5820185848018975,0.5820185848018975,0.5820185848018975,0.5981154858231967
2012-03-16 13:00:10,0.6297896770501985,0.6297896770501985,0.6140476265178857,0.6453172572563322,0.6453172572563322,0.6297896770501985,0.6297896770501985,0.6297896770501985
2012-03-16 13:00:20,0.6453172572563322,0.7327596342201901,0.7462042934791489,0.7462042934791489,0.8682432503584872,0.8929483743967206,0.8851145759949908,0.8768813809147111
2012-03-16 13:00:30,0.8768813809147111,0.8851145759949908,0.8929483743967206,0.5981154975194454,0.7327596291455267,0.7462042885376022,0.5657830873170413,0.5165162952486334
2012-03-16 13:00:40,0.5165162952486334,0.5165162952486334,0.5330042935757231,0.5165162952486334,0.5000000004923646,0.5165162952486334,0.6453172572563322,0.660607049002409
2012-03-16 13:00:50,0.660607049002409,0.660607049002409,0.6453172572563322,0.6453172572563322,0.6453172572563322,0.6453172572563322,0.6453172572563322,0.660607049002409
2012-03-16 13:01:00,0.660607049002409,0.660607049002409,0.660607049002409,0.660607049002409,0.660607049002409,0.6297896770501985,0.6453172572563322,0.6453172572563322
2012-03-16 13:01:10,0.6453172572563322,0.6453172572563322,0.6453172572563322,0.6453172572563322,0.6501885014794627,0.6501885014794627,0.6659289899043207,0.6965275360985084
2012-03-16 13:01:20,0.6965275360985084,0.6965275360985084,0.6813828802293136,0.6813828802293136,0.6813828802293136,0.6813828802293136,0.6813828802293136,0.6813828802293136
2012-03-16 13:01:30,0.6813828802293136,0.6813828802293136,0.6659289899043207,0.6659289899043207,0.6813828802293136,0.6813828802293136,0.6813828802293136,0.6813828802293136
